SE5_A#1_run2,SE5_A#1_run2,SE5_A#1_run2,SE5_A#1_run4,SE5_A#1_run4,SE5_A#1_run4,SE5_B#2_run5,SE5_B#2_run5,SE5_B#2_run5,SE5_B#2_run6,SE5_B#2_run6,SE5_B#2_run6,SE5_B#1_run7,SE5_B#1_run7,SE5_B#1_run7,SE5_B#1_run8,SE5_B#1_run8,SE5_B#1_run8,SE5_E#1_run1,SE5_E#1_run1,SE5_E#1_run1,SE5_E#1_run2,SE5_E#1_run2,SE5_E#1_run2,SE5_E#2_run3,SE5_E#2_run3,SE5_E#2_run3,SE5_E#2_run4,SE5_E#2_run4,SE5_E#2_run4
Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time
mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.235,23.6,0,0.235,23.6,-0.120965,0.235,23.6,0,0.235,23.6,0,0.235,23.6,0,0.235,23.6,0,0.235,23.6,0,0.235,23.6,0,0.235,23.6,0,0.235,23.6
-0.120965,0.237,23.8,0,0.237,23.8,0,0.237,23.8,0,0.237,23.8,0,0.237,23.8,0,0.237,23.8,0,0.237,23.8,0,0.237,23.8,0,0.237,23.8,0,0.237,23.8
-0.120965,0.239,24,0.120965,0.239,24,-0.120965,0.239,24,0,0.239,24,0,0.239,24,0,0.239,24,0,0.239,24,0,0.239,24,0,0.239,24,0,0.239,24
0,0.241,24.2,0,0.241,24.2,-0.120965,0.241,24.2,0,0.241,24.2,0,0.241,24.2,0,0.241,24.2,0,0.241,24.2,0,0.241,24.2,0,0.241,24.2,0,0.241,24.2
0,0.243,24.4,0,0.243,24.4,0,0.243,24.4,0,0.243,24.4,0,0.243,24.4,0,0.243,24.4,0,0.243,24.4,0,0.243,24.4,0,0.243,24.4,0,0.243,24.4
0,0.245,24.6,0,0.245,24.6,-0.120965,0.245,24.6,0,0.245,24.6,-0.120965,0.245,24.6,-0.120965,0.245,24.6,0,0.245,24.6,0,0.245,24.6,0,0.245,24.6,0,0.245,24.6
0,0.247,24.8,0,0.247,24.8,-0.120965,0.247,24.8,0,0.247,24.8,0,0.247,24.8,0,0.247,24.8,0,0.247,24.8,0,0.247,24.8,0,0.247,24.8,0,0.247,24.8
0,0.249,25,0,0.249,25,0,0.249,25,0.120965,0.249,25,0,0.249,25,0,0.249,25,0,0.249,25,0,0.249,25,0,0.249,25,0,0.249,25
0,0.251,25.2,0.120965,0.251,25.2,0,0.251,25.2,0.120965,0.251,25.2,0,0.251,25.2,0,0.251,25.2,0,0.251,25.2,0,0.251,25.2,0,0.251,25.2,0,0.251,25.2
0,0.253,25.4,0.120965,0.253,25.4,-0.120965,0.253,25.4,0.120965,0.253,25.4,0,0.253,25.4,0,0.253,25.4,0,0.253,25.4,0,0.253,25.4,0,0.253,25.4,0,0.253,25.4
0,0.255,25.6,0,0.255,25.6,-0.120965,0.255,25.6,0,0.255,25.6,0,0.255,25.6,0,0.255,25.6,0,0.255,25.6,0,0.255,25.6,0,0.255,25.6,0,0.255,25.6
0,0.257,25.8,0,0.257,25.8,-0.120965,0.257,25.8,0,0.257,25.8,0,0.257,25.8,0,0.257,25.8,0,0.257,25.8,0,0.257,25.8,0,0.257,25.8,-0.120965,0.257,25.8
0,0.259,26,0.120965,0.259,26,0,0.259,26,0.120965,0.259,26,0,0.259,26,0,0.259,26,0,0.259,26,0,0.259,26,0,0.259,26,0,0.259,26
0,0.261,26.2,0,0.261,26.2,0,0.261,26.2,0,0.261,26.2,0,0.261,26.2,-0.120965,0.261,26.2,0,0.261,26.2,0,0.261,26.2,0,0.261,26.2,0,0.261,26.2
0,0.263,26.4,0,0.263,26.4,-0.120965,0.263,26.4,0,0.263,26.4,0,0.263,26.4,0,0.263,26.4,0,0.263,26.4,0,0.263,26.4,0,0.263,26.4,0,0.263,26.4
0,0.265,26.6,0.120965,0.265,26.6,0,0.265,26.6,0,0.265,26.6,0,0.265,26.6,0,0.265,26.6,0,0.265,26.6,-0.120965,0.265,26.6,0,0.265,26.6,-0.120965,0.265,26.6
0,0.267,26.8,0.120965,0.267,26.8,-0.120965,0.267,26.8,0,0.267,26.8,0,0.267,26.8,0,0.267,26.8,0,0.267,26.8,0,0.267,26.8,0,0.267,26.8,0,0.267,26.8
-0.120965,0.269,27,0.120965,0.269,27,0,0.269,27,0,0.269,27,0,0.269,27,0,0.269,27,0,0.269,27,0,0.269,27,0,0.269,27,0,0.269,27
0,0.271,27.2,0.120965,0.271,27.2,0,0.271,27.2,0,0.271,27.2,-0.120965,0.271,27.2,0,0.271,27.2,0,0.271,27.2,0,0.271,27.2,0,0.271,27.2,0,0.271,27.2
0,0.273,27.4,0,0.273,27.4,0,0.273,27.4,0,0.273,27.4,0,0.273,27.4,-0.120965,0.273,27.4,0,0.273,27.4,0,0.273,27.4,0,0.273,27.4,0,0.273,27.4
0,0.275,27.6,0,0.275,27.6,-0.120965,0.275,27.6,0,0.275,27.6,0,0.275,27.6,0,0.275,27.6,0,0.275,27.6,0,0.275,27.6,0,0.275,27.6,0,0.275,27.6
0,0.277,27.8,0,0.277,27.8,-0.24193,0.277,27.8,0,0.277,27.8,0,0.277,27.8,0,0.277,27.8,0,0.277,27.8,0,0.277,27.8,0,0.277,27.8,0,0.277,27.8
0,0.279,28,0,0.279,28,-0.120965,0.279,28,0.120965,0.279,28,0,0.279,28,0,0.279,28,0,0.279,28,0,0.279,28,0,0.279,28,0,0.279,28
0,0.281,28.2,0,0.281,28.2,-0.120965,0.281,28.2,0,0.281,28.2,0,0.281,28.2,0,0.281,28.2,0,0.281,28.2,0,0.281,28.2,0,0.281,28.2,0,0.281,28.2
0,0.283,28.4,0.120965,0.283,28.4,-0.120965,0.283,28.4,0,0.283,28.4,0,0.283,28.4,0,0.283,28.4,0,0.283,28.4,0,0.283,28.4,0.120965,0.283,28.4,0,0.283,28.4
0,0.285,28.6,0,0.285,28.6,-0.120965,0.285,28.6,0,0.285,28.6,0,0.285,28.6,0,0.285,28.6,0,0.285,28.6,0,0.285,28.6,0,0.285,28.6,0,0.285,28.6
0,0.287,28.8,0.120965,0.287,28.8,-0.120965,0.287,28.8,0,0.287,28.8,0,0.287,28.8,0,0.287,28.8,0,0.287,28.8,0,0.287,28.8,0.120965,0.287,28.8,0,0.287,28.8
0,0.289,29,0,0.289,29,-0.120965,0.289,29,0,0.289,29,0,0.289,29,0,0.289,29,0,0.289,29,0,0.289,29,0,0.289,29,0,0.289,29
0,0.291,29.2,0,0.291,29.2,-0.120965,0.291,29.2,0,0.291,29.2,0,0.291,29.2,0,0.291,29.2,0,0.291,29.2,0,0.291,29.2,0,0.291,29.2,0,0.291,29.2
0,0.293,29.4,0.120965,0.293,29.4,-0.120965,0.293,29.4,0,0.293,29.4,0,0.293,29.4,0,0.293,29.4,0,0.293,29.4,0,0.293,29.4,0,0.293,29.4,0,0.293,29.4
-0.120965,0.295,29.6,0,0.295,29.6,-0.120965,0.295,29.6,0,0.295,29.6,0,0.295,29.6,0,0.295,29.6,0,0.295,29.6,0,0.295,29.6,0,0.295,29.6,0,0.295,29.6
0,0.297,29.8,0,0.297,29.8,-0.24193,0.297,29.8,0,0.297,29.8,0,0.297,29.8,0,0.297,29.8,0,0.297,29.8,0,0.297,29.8,0,0.297,29.8,0,0.297,29.8
0,0.299,30,0,0.299,30,-0.120965,0.299,30,0,0.299,30,0,0.299,30,0,0.299,30,0,0.299,30,-0.120965,0.299,30,0,0.299,30,0,0.299,30
0,0.301,30.2,0,0.301,30.2,0,0.301,30.2,0,0.301,30.2,0,0.301,30.2,0,0.301,30.2,0,0.301,30.2,0,0.301,30.2,0,0.301,30.2,0,0.301,30.2
0,0.303,30.4,0,0.303,30.4,-0.120965,0.303,30.4,0,0.303,30.4,0,0.303,30.4,0,0.303,30.4,0,0.303,30.4,0,0.303,30.4,0,0.303,30.4,0,0.303,30.4
0,0.305,30.6,0.120965,0.305,30.6,-0.120965,0.305,30.6,0,0.305,30.6,0,0.305,30.6,-0.120965,0.305,30.6,0,0.305,30.6,0,0.305,30.6,0,0.305,30.6,0,0.305,30.6
-0.120965,0.307,30.8,0.120965,0.307,30.8,0,0.307,30.8,0,0.307,30.8,0,0.307,30.8,0,0.307,30.8,0,0.307,30.8,0,0.307,30.8,0,0.307,30.8,0,0.307,30.8
0,0.309,31,0.120965,0.309,31,-0.120965,0.309,31,0,0.309,31,0,0.309,31,-0.120965,0.309,31,0,0.309,31,0,0.309,31,0,0.309,31,0,0.309,31
0,0.311,31.2,0,0.311,31.2,-0.120965,0.311,31.2,0,0.311,31.2,0,0.311,31.2,-0.120965,0.311,31.2,0,0.311,31.2,0,0.311,31.2,0,0.311,31.2,0,0.311,31.2
-0.120965,0.313,31.4,0.120965,0.313,31.4,-0.120965,0.313,31.4,0,0.313,31.4,0,0.313,31.4,0,0.313,31.4,0,0.313,31.4,0,0.313,31.4,0,0.313,31.4,0,0.313,31.4
0,0.315,31.6,0.120965,0.315,31.6,0,0.315,31.6,0,0.315,31.6,0,0.315,31.6,0,0.315,31.6,0,0.315,31.6,0,0.315,31.6,-0.120965,0.315,31.6,0,0.315,31.6
0,0.317,31.8,0,0.317,31.8,-0.120965,0.317,31.8,0,0.317,31.8,0,0.317,31.8,0,0.317,31.8,0,0.317,31.8,0,0.317,31.8,0,0.317,31.8,0,0.317,31.8
0,0.319,32,0,0.319,32,-0.120965,0.319,32,0,0.319,32,0,0.319,32,0,0.319,32,0,0.319,32,0,0.319,32,0,0.319,32,0,0.319,32
0,0.321,32.2,0,0.321,32.2,-0.120965,0.321,32.2,0,0.321,32.2,0,0.321,32.2,0,0.321,32.2,0,0.321,32.2,0,0.321,32.2,0,0.321,32.2,0,0.321,32.2
0,0.323,32.4,0.120965,0.323,32.4,-0.120965,0.323,32.4,0,0.323,32.4,0,0.323,32.4,0,0.323,32.4,0,0.323,32.4,0,0.323,32.4,0,0.323,32.4,0,0.323,32.4
0,0.325,32.6,0,0.325,32.6,-0.24193,0.325,32.6,0,0.325,32.6,0,0.325,32.6,-0.120965,0.325,32.6,0,0.325,32.6,0,0.325,32.6,0,0.325,32.6,0,0.325,32.6
0,0.327,32.8,0.120965,0.327,32.8,-0.120965,0.327,32.8,0,0.327,32.8,0,0.327,32.8,0,0.327,32.8,0,0.327,32.8,0,0.327,32.8,0,0.327,32.8,0,0.327,32.8
0,0.329,33,0,0.329,33,-0.120965,0.329,33,0,0.329,33,0,0.329,33,0,0.329,33,0,0.329,33,0,0.329,33,0,0.329,33,0,0.329,33
0,0.331,33.2,0,0.331,33.2,0,0.331,33.2,0,0.331,33.2,0,0.331,33.2,0,0.331,33.2,0,0.331,33.2,0,0.331,33.2,0,0.331,33.2,0,0.331,33.2
0,0.333,33.4,0.120965,0.333,33.4,0,0.333,33.4,0,0.333,33.4,0,0.333,33.4,0,0.333,33.4,0,0.333,33.4,0,0.333,33.4,0,0.333,33.4,0,0.333,33.4
0,0.335,33.6,0,0.335,33.6,-0.120965,0.335,33.6,0,0.335,33.6,0,0.335,33.6,0,0.335,33.6,0,0.335,33.6,0,0.335,33.6,0,0.335,33.6,0,0.335,33.6
0,0.337,33.8,0,0.337,33.8,-0.120965,0.337,33.8,0,0.337,33.8,0,0.337,33.8,0,0.337,33.8,0,0.337,33.8,0,0.337,33.8,0,0.337,33.8,0,0.337,33.8
0,0.339,34,0,0.339,34,-0.120965,0.339,34,0,0.339,34,0,0.339,34,0,0.339,34,0,0.339,34,0,0.339,34,0,0.339,34,0,0.339,34
0,0.341,34.2,0,0.341,34.2,0,0.341,34.2,0,0.341,34.2,0,0.341,34.2,0,0.341,34.2,0,0.341,34.2,0,0.341,34.2,0,0.341,34.2,0,0.341,34.2
0,0.343,34.4,0.120965,0.343,34.4,-0.120965,0.343,34.4,0,0.343,34.4,0,0.343,34.4,-0.120965,0.343,34.4,0,0.343,34.4,0,0.343,34.4,0,0.343,34.4,0,0.343,34.4
0,0.345,34.6,0.120965,0.345,34.6,-0.120965,0.345,34.6,0,0.345,34.6,-0.120965,0.345,34.6,0,0.345,34.6,0,0.345,34.6,0,0.345,34.6,0,0.345,34.6,0,0.345,34.6
0,0.347,34.8,0.120965,0.347,34.8,-0.24193,0.347,34.8,0,0.347,34.8,0,0.347,34.8,0,0.347,34.8,0,0.347,34.8,0,0.347,34.8,-0.120965,0.347,34.8,-0.120965,0.347,34.8
0,0.349,35,0.120965,0.349,35,-0.120965,0.349,35,0,0.349,35,0,0.349,35,0,0.349,35,0,0.349,35,0,0.349,35,0,0.349,35,0,0.349,35
0,0.351,35.2,0.120965,0.351,35.2,-0.120965,0.351,35.2,0,0.351,35.2,0,0.351,35.2,0,0.351,35.2,0,0.351,35.2,0,0.351,35.2,0,0.351,35.2,0,0.351,35.2
0,0.353,35.4,0.120965,0.353,35.4,-0.120965,0.353,35.4,0,0.353,35.4,0,0.353,35.4,0,0.353,35.4,0,0.353,35.4,0,0.353,35.4,-0.120965,0.353,35.4,0,0.353,35.4
0,0.355,35.6,0.120965,0.355,35.6,0,0.355,35.6,0,0.355,35.6,0,0.355,35.6,0,0.355,35.6,0,0.355,35.6,0,0.355,35.6,0,0.355,35.6,0,0.355,35.6
0,0.357,35.8,0,0.357,35.8,-0.120965,0.357,35.8,0,0.357,35.8,-0.120965,0.357,35.8,0,0.357,35.8,0,0.357,35.8,0,0.357,35.8,0,0.357,35.8,0,0.357,35.8
0,0.359,36,0,0.359,36,-0.120965,0.359,36,0,0.359,36,0,0.359,36,0,0.359,36,0,0.359,36,0,0.359,36,0,0.359,36,0,0.359,36
0,0.361,36.2,0,0.361,36.2,-0.120965,0.361,36.2,0,0.361,36.2,0,0.361,36.2,0,0.361,36.2,0,0.361,36.2,0,0.361,36.2,0,0.361,36.2,0,0.361,36.2
0,0.363,36.4,0.120965,0.363,36.4,-0.24193,0.363,36.4,0,0.363,36.4,0,0.363,36.4,0,0.363,36.4,0,0.363,36.4,0,0.363,36.4,0,0.363,36.4,-0.120965,0.363,36.4
0,0.365,36.6,0,0.365,36.6,-0.120965,0.365,36.6,0,0.365,36.6,0,0.365,36.6,0,0.365,36.6,0,0.365,36.6,0,0.365,36.6,0,0.365,36.6,0,0.365,36.6
0,0.367,36.8,0.120965,0.367,36.8,-0.120965,0.367,36.8,0,0.367,36.8,0,0.367,36.8,0,0.367,36.8,0,0.367,36.8,0,0.367,36.8,0,0.367,36.8,0,0.367,36.8
0,0.369,37,0.120965,0.369,37,-0.120965,0.369,37,0,0.369,37,0,0.369,37,0,0.369,37,0,0.369,37,0,0.369,37,0,0.369,37,0,0.369,37
0,0.371,37.2,0.120965,0.371,37.2,-0.120965,0.371,37.2,0,0.371,37.2,0,0.371,37.2,0,0.371,37.2,0,0.371,37.2,0,0.371,37.2,0,0.371,37.2,0,0.371,37.2
0,0.373,37.4,0,0.373,37.4,0,0.373,37.4,0,0.373,37.4,0,0.373,37.4,0,0.373,37.4,0,0.373,37.4,0,0.373,37.4,0,0.373,37.4,0,0.373,37.4
-0.120965,0.375,37.6,0,0.375,37.6,-0.120965,0.375,37.6,0,0.375,37.6,0,0.375,37.6,0,0.375,37.6,0,0.375,37.6,-0.120965,0.375,37.6,0,0.375,37.6,0,0.375,37.6
0,0.377,37.8,0,0.377,37.8,-0.120965,0.377,37.8,0,0.377,37.8,0,0.377,37.8,0,0.377,37.8,0,0.377,37.8,0,0.377,37.8,0,0.377,37.8,0,0.377,37.8
-0.120965,0.379,38,0,0.379,38,-0.120965,0.379,38,0,0.379,38,0,0.379,38,0,0.379,38,0,0.379,38,0,0.379,38,0,0.379,38,0,0.379,38
0,0.381,38.2,0,0.381,38.2,-0.24193,0.381,38.2,0,0.381,38.2,0,0.381,38.2,0,0.381,38.2,0,0.381,38.2,0,0.381,38.2,0,0.381,38.2,0,0.381,38.2
0,0.383,38.4,0,0.383,38.4,0,0.383,38.4,0,0.383,38.4,0,0.383,38.4,0,0.383,38.4,0,0.383,38.4,0,0.383,38.4,0,0.383,38.4,0,0.383,38.4
-0.120965,0.385,38.6,0,0.385,38.6,0,0.385,38.6,0,0.385,38.6,0,0.385,38.6,0,0.385,38.6,0,0.385,38.6,0,0.385,38.6,0,0.385,38.6,0,0.385,38.6
0,0.387,38.8,0,0.387,38.8,-0.120965,0.387,38.8,0.120965,0.387,38.8,0,0.387,38.8,0,0.387,38.8,0,0.387,38.8,0,0.387,38.8,0,0.387,38.8,0,0.387,38.8
0,0.389,39,0.120965,0.389,39,-0.24193,0.389,39,0,0.389,39,0,0.389,39,0,0.389,39,0,0.389,39,0,0.389,39,0,0.389,39,0,0.389,39
0,0.391,39.2,0,0.391,39.2,0,0.391,39.2,0,0.391,39.2,0,0.391,39.2,0,0.391,39.2,0,0.391,39.2,-0.120965,0.391,39.2,0,0.391,39.2,0,0.391,39.2
0,0.393,39.4,0.120965,0.393,39.4,0,0.393,39.4,0,0.393,39.4,0,0.393,39.4,0,0.393,39.4,0,0.393,39.4,0,0.393,39.4,0,0.393,39.4,0,0.393,39.4
-0.120965,0.395,39.6,0.120965,0.395,39.6,0,0.395,39.6,0,0.395,39.6,0,0.395,39.6,0,0.395,39.6,0,0.395,39.6,0,0.395,39.6,0,0.395,39.6,0,0.395,39.6
0,0.397,39.8,0,0.397,39.8,-0.120965,0.397,39.8,0,0.397,39.8,0,0.397,39.8,0,0.397,39.8,0,0.397,39.8,-0.120965,0.397,39.8,0,0.397,39.8,0,0.397,39.8
0,0.399,40,0,0.399,40,0,0.399,40,0,0.399,40,0,0.399,40,0,0.399,40,0,0.399,40,0,0.399,40,0,0.399,40,0,0.399,40
-0.120965,0.401,40.2,0,0.401,40.2,-0.120965,0.401,40.2,0,0.401,40.2,0,0.401,40.2,0,0.401,40.2,0,0.401,40.2,0,0.401,40.2,0,0.401,40.2,0,0.401,40.2
0,0.403,40.4,0,0.403,40.4,-0.120965,0.403,40.4,0,0.403,40.4,0,0.403,40.4,0,0.403,40.4,0,0.403,40.4,0,0.403,40.4,0,0.403,40.4,0,0.403,40.4
0,0.405,40.6,0.120965,0.405,40.6,-0.120965,0.405,40.6,0,0.405,40.6,0,0.405,40.6,0,0.405,40.6,0,0.405,40.6,0,0.405,40.6,-0.120965,0.405,40.6,-0.120965,0.405,40.6
0,0.407,40.8,0,0.407,40.8,-0.120965,0.407,40.8,0,0.407,40.8,-0.120965,0.407,40.8,0,0.407,40.8,0,0.407,40.8,0,0.407,40.8,0,0.407,40.8,0,0.407,40.8
0,0.409,41,0,0.409,41,0,0.409,41,0,0.409,41,0,0.409,41,0,0.409,41,0,0.409,41,0,0.409,41,0,0.409,41,0,0.409,41
0,0.411,41.2,0,0.411,41.2,-0.120965,0.411,41.2,0,0.411,41.2,0,0.411,41.2,0,0.411,41.2,0,0.411,41.2,0,0.411,41.2,0,0.411,41.2,0,0.411,41.2
0,0.413,41.4,0,0.413,41.4,-0.120965,0.413,41.4,0,0.413,41.4,0,0.413,41.4,0,0.413,41.4,0,0.413,41.4,0,0.413,41.4,0,0.413,41.4,0,0.413,41.4
-0.120965,0.415,41.6,0.120965,0.415,41.6,0,0.415,41.6,0,0.415,41.6,0,0.415,41.6,0,0.415,41.6,0,0.415,41.6,0,0.415,41.6,0,0.415,41.6,0,0.415,41.6
-0.120965,0.417,41.8,0,0.417,41.8,-0.120965,0.417,41.8,0,0.417,41.8,0,0.417,41.8,0,0.417,41.8,0,0.417,41.8,-0.120965,0.417,41.8,0,0.417,41.8,0,0.417,41.8
0,0.419,42,0,0.419,42,-0.120965,0.419,42,0,0.419,42,0,0.419,42,0,0.419,42,0,0.419,42,0,0.419,42,0,0.419,42,0,0.419,42
0,0.421,42.2,0,0.421,42.2,-0.120965,0.421,42.2,0,0.421,42.2,0,0.421,42.2,0,0.421,42.2,0,0.421,42.2,0,0.421,42.2,0,0.421,42.2,0,0.421,42.2
0,0.423,42.4,0,0.423,42.4,-0.120965,0.423,42.4,0,0.423,42.4,0,0.423,42.4,0,0.423,42.4,0,0.423,42.4,0,0.423,42.4,0,0.423,42.4,0,0.423,42.4
0,0.425,42.6,0.120965,0.425,42.6,0,0.425,42.6,0,0.425,42.6,0,0.425,42.6,-0.120965,0.425,42.6,0,0.425,42.6,0,0.425,42.6,0,0.425,42.6,0,0.425,42.6
0,0.427,42.8,0.120965,0.427,42.8,-0.120965,0.427,42.8,0,0.427,42.8,0,0.427,42.8,0,0.427,42.8,0,0.427,42.8,0,0.427,42.8,0,0.427,42.8,0,0.427,42.8
0,0.429,43,0.120965,0.429,43,0,0.429,43,0,0.429,43,0,0.429,43,0,0.429,43,0,0.429,43,0,0.429,43,0,0.429,43,0,0.429,43
0,0.431,43.2,0.120965,0.431,43.2,0,0.431,43.2,0,0.431,43.2,0,0.431,43.2,0,0.431,43.2,0,0.431,43.2,0,0.431,43.2,0,0.431,43.2,0,0.431,43.2
-0.120965,0.433,43.4,0,0.433,43.4,0,0.433,43.4,0,0.433,43.4,0,0.433,43.4,0,0.433,43.4,0,0.433,43.4,0,0.433,43.4,0,0.433,43.4,0,0.433,43.4
-0.120965,0.435,43.6,0,0.435,43.6,-0.24193,0.435,43.6,0,0.435,43.6,0,0.435,43.6,0,0.435,43.6,0,0.435,43.6,0,0.435,43.6,0,0.435,43.6,0,0.435,43.6
-0.120965,0.437,43.8,0,0.437,43.8,-0.120965,0.437,43.8,0,0.437,43.8,0,0.437,43.8,0,0.437,43.8,0,0.437,43.8,0,0.437,43.8,0.120965,0.437,43.8,0,0.437,43.8
0,0.439,44,0,0.439,44,-0.120965,0.439,44,0,0.439,44,0,0.439,44,0,0.439,44,0,0.439,44,0,0.439,44,0,0.439,44,0,0.439,44
0,0.441,44.2,0.120965,0.441,44.2,-0.24193,0.441,44.2,0,0.441,44.2,0,0.441,44.2,0,0.441,44.2,0,0.441,44.2,0,0.441,44.2,0,0.441,44.2,0,0.441,44.2
0,0.443,44.4,0,0.443,44.4,-0.120965,0.443,44.4,0,0.443,44.4,0,0.443,44.4,0,0.443,44.4,0,0.443,44.4,0,0.443,44.4,0,0.443,44.4,0,0.443,44.4
0,0.445,44.6,0,0.445,44.6,-0.120965,0.445,44.6,0,0.445,44.6,0,0.445,44.6,0,0.445,44.6,0,0.445,44.6,0,0.445,44.6,0,0.445,44.6,0,0.445,44.6
0,0.447,44.8,0,0.447,44.8,-0.120965,0.447,44.8,0,0.447,44.8,0,0.447,44.8,0,0.447,44.8,0,0.447,44.8,0,0.447,44.8,0,0.447,44.8,0,0.447,44.8
0,0.449,45,0,0.449,45,-0.120965,0.449,45,0,0.449,45,0,0.449,45,0,0.449,45,0,0.449,45,0,0.449,45,0,0.449,45,0,0.449,45
-0.120965,0.451,45.2,0,0.451,45.2,-0.120965,0.451,45.2,0,0.451,45.2,0,0.451,45.2,0,0.451,45.2,0,0.451,45.2,0,0.451,45.2,0,0.451,45.2,0,0.451,45.2
0,0.453,45.4,0,0.453,45.4,-0.120965,0.453,45.4,0,0.453,45.4,0,0.453,45.4,0,0.453,45.4,0,0.453,45.4,0,0.453,45.4,0,0.453,45.4,0,0.453,45.4
0,0.455,45.6,0,0.455,45.6,0,0.455,45.6,0,0.455,45.6,0,0.455,45.6,0,0.455,45.6,0,0.455,45.6,0,0.455,45.6,0,0.455,45.6,0,0.455,45.6
-0.120965,0.457,45.8,0.120965,0.457,45.8,-0.120965,0.457,45.8,0,0.457,45.8,0,0.457,45.8,0,0.457,45.8,0,0.457,45.8,0,0.457,45.8,-0.120965,0.457,45.8,0,0.457,45.8
0,0.459,46,0,0.459,46,0,0.459,46,0,0.459,46,0,0.459,46,0,0.459,46,0,0.459,46,0,0.459,46,0,0.459,46,-0.120965,0.459,46
0,0.461,46.2,0.120965,0.461,46.2,0,0.461,46.2,0,0.461,46.2,-0.120965,0.461,46.2,0,0.461,46.2,0,0.461,46.2,0,0.461,46.2,0,0.461,46.2,0,0.461,46.2
0,0.463,46.4,0,0.463,46.4,-0.120965,0.463,46.4,0,0.463,46.4,0,0.463,46.4,0,0.463,46.4,0,0.463,46.4,0,0.463,46.4,0,0.463,46.4,0,0.463,46.4
0,0.465,46.6,0.120965,0.465,46.6,-0.120965,0.465,46.6,0,0.465,46.6,0,0.465,46.6,0,0.465,46.6,0,0.465,46.6,0,0.465,46.6,0,0.465,46.6,0,0.465,46.6
0,0.467,46.8,0,0.467,46.8,0,0.467,46.8,0,0.467,46.8,0,0.467,46.8,0,0.467,46.8,0,0.467,46.8,0,0.467,46.8,0,0.467,46.8,0,0.467,46.8
0,0.469,47,0,0.469,47,0,0.469,47,0,0.469,47,0,0.469,47,0,0.469,47,0,0.469,47,0,0.469,47,0,0.469,47,0,0.469,47
0,0.471,47.2,0.120965,0.471,47.2,-0.120965,0.471,47.2,0,0.471,47.2,-0.120965,0.471,47.2,0,0.471,47.2,0,0.471,47.2,0,0.471,47.2,0,0.471,47.2,0,0.471,47.2
0,0.473,47.4,0.120965,0.473,47.4,0,0.473,47.4,0,0.473,47.4,-0.120965,0.473,47.4,-0.120965,0.473,47.4,0,0.473,47.4,0,0.473,47.4,0,0.473,47.4,-0.120965,0.473,47.4
0,0.475,47.6,0,0.475,47.6,0,0.475,47.6,0,0.475,47.6,0,0.475,47.6,0,0.475,47.6,0,0.475,47.6,0,0.475,47.6,0,0.475,47.6,0,0.475,47.6
0,0.477,47.8,0,0.477,47.8,0,0.477,47.8,0,0.477,47.8,0,0.477,47.8,-0.120965,0.477,47.8,0,0.477,47.8,0,0.477,47.8,0,0.477,47.8,0,0.477,47.8
-0.120965,0.479,48,0.120965,0.479,48,0,0.479,48,0,0.479,48,0,0.479,48,0,0.479,48,0,0.479,48,0,0.479,48,0,0.479,48,-0.120965,0.479,48
0,0.481,48.2,0,0.481,48.2,-0.120965,0.481,48.2,0,0.481,48.2,0,0.481,48.2,0,0.481,48.2,0,0.481,48.2,0,0.481,48.2,0,0.481,48.2,0,0.481,48.2
0,0.483,48.4,0,0.483,48.4,-0.120965,0.483,48.4,0,0.483,48.4,0,0.483,48.4,0,0.483,48.4,0,0.483,48.4,0,0.483,48.4,0,0.483,48.4,0,0.483,48.4
0,0.485,48.6,0,0.485,48.6,0,0.485,48.6,0,0.485,48.6,0,0.485,48.6,0,0.485,48.6,0,0.485,48.6,-0.120965,0.485,48.6,0,0.485,48.6,0,0.485,48.6
0,0.487,48.8,0.120965,0.487,48.8,-0.120965,0.487,48.8,0,0.487,48.8,0,0.487,48.8,0,0.487,48.8,0,0.487,48.8,0,0.487,48.8,0,0.487,48.8,0,0.487,48.8
0,0.489,49,0,0.489,49,-0.120965,0.489,49,0,0.489,49,0,0.489,49,-0.120965,0.489,49,0,0.489,49,0,0.489,49,0,0.489,49,0,0.489,49
0,0.491,49.2,0,0.491,49.2,-0.120965,0.491,49.2,0,0.491,49.2,0,0.491,49.2,0,0.491,49.2,0,0.491,49.2,0,0.491,49.2,0,0.491,49.2,0,0.491,49.2
0,0.493,49.4,0,0.493,49.4,-0.120965,0.493,49.4,0,0.493,49.4,0,0.493,49.4,0,0.493,49.4,0,0.493,49.4,0,0.493,49.4,0,0.493,49.4,0,0.493,49.4
0,0.495,49.6,0.120965,0.495,49.6,0,0.495,49.6,0,0.495,49.6,0,0.495,49.6,0,0.495,49.6,0,0.495,49.6,0,0.495,49.6,0,0.495,49.6,0,0.495,49.6
